id,year,university,title,abstract
28808,2019,UIN Sunan Gunung Djati Bandung,"Menentukan fungsi pembangkit menggunakan metode Snake Oil dan mengkaji beberapa identitas pada bilangan k-Jacobsthal, k-Jacobsthal-Lucas, dan k-Pell-Lucas.","Bilangan k-Jacobsthal, k-Jacobsthal-Lucas, dan k-Pell-Lucas didefinisikan secara rekursif, ditentukan persamaan karakteristik bilangan tersebut yang mempunyai dua akar persamaan karakteristik (r_1,r_2). Selanjutnya ditentukan formula binet untuk bilangan tersebut. Formula binet akan digunakan untuk membuktikan identitas Cassiny, identitas Catalan, dan identitas D’Ocagne. Definisi rekursif dari bilangan juga merupakan salah satu hal yang dibutuhkan dalam langkah metode snake oil. Setelah menyelesaikan langkah-langkah yang dibutuhkan dalam metode snake oil, kita dapat menentukan fungsi pembangkit dari sebuah bilangan. Kata Kunci : Identitas Cassiny, Identitas Catalan, Identitas D’Ocagne, Fungsi pembangkit, Metode Snake Oil. k-Jacobsthal, k-Jacobsthal-Lucas, and k-Pell-Lucas numbers are defined recursively. At the numbers determined the characteristic equation that has two roots of the characteristic equation (r_1,r_2). Futhermore, the binet formula for the numbers is determined. The binet  formula will be used to prove the Cassiny identity, the Catalan identity, and the D’Ocagne identity. Recursive definitions of the numbers is also one of teh things needed in the steps of the snake oil method. After completing the steps needed in the snake oil method, we can determine the generating function of a number.  Keywords : Cassiny Identity, Catalan Identity, D’Ocagne Identity, Generating Function, Snake Oil Method."
26662,2019,UIN Sunan Gunung Djati Bandung,"Penyelesaian masalah penugasan dengan menggunakan Pendekatan Optimal Diagonal, Heuristic Method dan Hungarian Method.","Penelitian ini membahas tentang masalah penugasan optimal dengan empat kasus yakni: 2 kasus data seimbang dan 2 kasus data tidak seimbang, yang diselesaikan dengan menggunakan metode penugasan Pendekatan Optimal Diagonal, Heuristic Method, dan Hungarian Method. Selanjutnya dilakukan perbandingan solusi optimal tersebut untuk mencari metode penugasan yang menghasilkan solusi optimal terbaik. Berdasarkan hasil penelitian ini diketahui bahwa menyelesaikan kasus dengan menggunakan Pendekatan Optimal Diagonal, dan Hungarian Method menghasilkan nilai solusi optimal yang sama namun dengan iterasi yang berbeda, sedangkan dengan menggunakan Heuristic Method tidak semua kasus menghasilkan nilai solusi optimal yang sama. Pada kasus yang diteliti disimpulkan bahwa Pendekatan Optimal Diagonal lebih baik dari pada Heuristic Method dan Hungarian Method."
20318,2019,UIN Sunan Gunung Djati Bandung,Nilai ketakteraturan sisi pada graf hasil kali Comb P_m dan C_n.,"Sebuah pelabelan titik ϕ∶V(G)→{1,2,3,…k} disebut pelabelan-k pada suatu graf G sederhana dan k adalah suatu bilangan bulat positif. Bobot dari sisi uv di G, merupakan penjumlahan label-label dari titik-titik ujung u dan v, adalah w_ϕ (uv)=ϕ(u)+ϕ(v) dinotasikan dengan w_ϕ (uv). Suatu pelabelan titik didefinisikan menjadi sebuah pelabelan-k tak teratur sisi dari graf G jika untuk setiap dua sisi berbeda a dan b, maka w_ϕ (a)≠w_ϕ (b). Minimum k dari graf G yang mempunyai pelabelan-k tak teratur sisi disebut nilai ketakteraturan sisi dari G, dinotasikan dengan es(G). Pada skripsi ini, ditentukan nilai eksak dari nilai ketakteraturan sisi pada graf hasil kali comb P_m dan C_n."
24065,2019,UIN Sunan Gunung Djati Bandung,Menentukan model terbaik menggunakan kriteria Informasi  ϕ-divergensi pada model Log Linier Multivariat.,"INDONESIA: Pemilihan model dapat dilakukan melalui kriteria informasi seperti Akaike Information Criterian (AIC) dan Bayesian Information Criterian (BIC). Namun kriteria informasi tersebut hanya dapat digunakan untuk sampel yang tidak terlalu besar karena bentuknya yang sederhana. Skripsi ini membahas tentang pendekatan kriteria informasi ϕ-divergensi untuk kondisi sampel yang besar. Model yang digunakan dalam skripsi ini adalah model log linier multivariat empat dimensi yaitu model yang memiliki empat variabel kategori. Estimasi parameter model menggunakan metode Maximum Likelihood Estimation (MLE) dengan uji kecocokan model menggunakan likelihood ratio square. Penerapan model diimplementasikan pada data tentang pendapatan asli daerah berdasarkan jenis daerah, jumlah penduduk dan luas wilayah di Indonesia pada tahun 2018 dengan 508 kabupaten dan kota. Dari studi kasus tersebut terdapat 23 kombinasi model dan diperoleh 5 model yang memenuhi uji kecocokan model yang selanjutnya ditentukan model yang terbaik dengan menggunakan kriteria informasi ϕ-divergensi. ENGLISH: Selection of model can initially use information criteria such as Akaike Information Criterian (AIC) and Baesian Information Criterian (BIC). But the information criteria can only be used for samples that are not too large because of their simple form. This thesis discusses the ϕ-divergence information criterion approach for large sample conditions. The model used in this thesis is a four-dimensional multivariate log linear model that is a model that has four categorical variables. Estimation of model parameters using the Maximum Likelihood Estimation (MLE) method with the model compatibility test using the likelihood ratio square. The application on of the model was implemented on data on local own revenue based on the type of region, population and area in Indonesia in 2018 with 508 districts and cities. From the case study there were 23 model combinations and 5 models were obtained that met the model fit test which was then determined by the best model using the ϕ-divergence information criteria"
26789,2019,UIN Sunan Gunung Djati Bandung,Penyelesaian masalah penugasan menggunakan Average Total Opportunity Cost Method (ATOCM) dan Metode SS (Seethalakshmy Srinivasan).,Penelitian ini membahas tentang masalah penugasan. Penelitian ini membandingkan hasil penyelesaian masalah penugasan menggunakan Average Total Opportunity Cost Method (ATOCM) dan Metode SS (Seethalakshmy Srinivasan). Penyelesaian masalah penugasan menggunakan Average Total Opportunity Cost Method (ATOCM) yaitu mereduksi baris dan kolom untuk mendapatkan total opportunity cost table lalu melanjutkan ke tahap algoritma alokasi penugasan. Sedangkan penyelesaian masalah penugasan menggunakan Metode SS yaitu dengan mereduksi baris dan mengalokasikan masalah penugasan yang memuat nilai 1 pada setiap barisnya. Setelah mengaplikasikan Average Total Opportunity Cost Method (ATOCM) dan Metode SS (Seethalakshmy Srinivasan) pada objek penelitian kemudian dibandingkan solusi optimalnya. Setelah dibandingkan ternyata Metode SS (Seethalakshmy Srinivasan) lebih optimal dibandingkan dengan Average Total Opportunity Cost Method (ATOCM).
26722,2019,UIN Sunan Gunung Djati Bandung,Analisi Model Economic Order Quantity untuk Deteriorating items dengan tingkat permintaan kuadratik dan penundaan pembayaran.,"Penelitian ini membahas mengenai cara mengoptimalkan biaya total pesediaan dengan memperhatikan barang terdeteriorasi dengan tingkat permintaan kuadratik dan adanya penundaan pembayaran. Metode yang digunakan ialah Metode EOQ untuk memperoleh biaya total yang optimal dengan mencari biaya penyimpanan, biaya terdeteriorasi, biaya persiapan, dan biaya bunga karena adanya penundaan pembayaran sehingga perusahaan akan mendapatkan bunga dari penjualan. Pada perusahaan yang memproduksi Genteng Metal diperoleh bahwa T = 15 hari. pesanan optimal, biaya penyimpanan sebesar Rp.970.880,biaya deteriorasi Rp.326.986 ,beban bunga yang diperoleh perusahaan sebesar Rp.1.837, total biaya (TC) persediaa yang dikeluarkan oleh perusahaan sebesar Rp.1.710.029.Analisis sensitivitas dilakukan untuk mengamati perubahan parameter θ, bahwa semakin besarnya tingkat deteriorisasi maka interval waktu antara dua pesanan akan lebih cepat dan jumlah pesanan optimal akan semakin sedikit. Hal ini disebabkan karena barang terdeteriorisasi semakin besar, maka jumlah barang yang mengalami deteriorisasi akan semakin banyak. Sehingga mengakibatkan biaya total persediaan semakin mengecil."
20428,2019,UIN Sunan Gunung Djati Bandung,"Perbandingan metode Least Cost, Reduction, dan Average Penalty untuk menyelesaikan solusi layak awal masalah transportasi.","Penelitian ini membahas tentang membandingkan solusi layak awal untuk menyelesaikan masalah transportasi menggunakan Metode Least Cost, Metode Reduction dan Metode Average Penalty. Metode Least Cost ini mengalokasi sistematik langsung kepada biaya terkecil dalam tabel transportasi dengan memperhatikan permintaan dan penawaran. Metode Reduction menentukan biaya terkecil dalam tiap baris dan kolom terlebih dahulu, kemudian mengurangi tiap biaya dalam baris dan kolom tersebut dengan biaya terkecilnya. Sehingga akan ada satu nilai nol pada setiap baris dan kolom. Sedangkan pada metode Average Penalty ini setelah mendapatkan nilai nol pada setiap baris dan kolom, kemudian mencari rata – rata penalti dari setiap baris dan kolom. Ketika mengaplikasikan Metode Least Cost, Metode Reduction dan Metode Average Penalty pada objek penelitian, maka dapat dibandingkan solusi layak awalnya. Setelah dibandingkan ternyata Metode Average Penalty adalah metode yang terbaik, karena biaya distribusinya lebih minimum dibandingkan dengan metode Least Cost dan metode Reduction."
33167,2019,UIN Sunan Gunung Djati Bandung,Document embedding menggunakan paragraph vector untuk clustering terjemahan ayat-ayat Al-Qur'an.,"Perkembangan pesat dalam bidang teknologi informasi menghasilkan data yang sangat besar dan beragam. Penggalian data (data mining) kemudian dilakukan untuk mengekstrak informasi yang berguna. Ketika dihadapkan pada data teks, objek dapat berupa kata, kalimat, paragraf, maupun dokumen, di mana text embedding digunakan untuk mengonversi objek tersebut ke dalam bentuk numerik. Masih jarangnya penerapan metode-metode data mining menggunakan pendekatan embedding berbasis prediksi pada naskah-naskah keagamaan menjadi motivasi utama dari penelitian ini. Paragraph vector kemudian digunakan untuk menghasilkan sebuah representasi numerik dari teks berupa terjemahan dan tafsir-tafsir Al-Qur’an dalam Bahasa Indonesia. Dari tes analogi berupa 173.002 pertanyaan semantik dan 208.920 pertanyaan sintaksis yang diberikan, vektor kata yang dihasilkan paragraph vector mampu menjawab masing-masing sebesar 47,04% dan 56,75% pertanyaan dengan benar. Metode data mining seperti clustering selanjutnya digunakan untuk mengelompokkan vektor dokumen dari terjemahan pokok-pokok bahasan Al-Qur’an. Menggunakan CLARANS, diperoleh 8 kelompok pokok bahasan Al-Qur’an yang berkorelasi dengan nilai terbaik pada pengukuran internal cluster; Silhouette Coefficient dan Davies-Bouldin Index masing-masing sebesar 0,0965 dan 1,8038.  The rapid development of information technology produces very large and diverse data. Data mining is then carried out to extract useful information. When dealing with text data, objects can be words, sentences, paragraphs, or documents, where text embedding is used to convert these objects into numeric form. The lack of application of data mining methods in predictive-based text embedding for religious texts is the motivation of this study. Word2vec and paragraph vector are then used to produce a numerical representation of the translations and interpretations (Tafseer) of the Qur'an in Indonesian. From the analogy test in the form of 173,002 semantic questions and 208,920 syntactic questions, word vectors obtained by paragraph vector is able to answer 47,04% and 56.75% of each question type correctly. Data mining methods such as clustering are then used to classify document vectors from the translation of the subjects of the Qur'an. Using CLARANS, 8 groups of Al-Qur'an subjects were obtained with the best value in the internal cluster measurements; Silhouette Coefficient and Davies-Bouldin Index of 0.0965 and 1.8038, respectively."
29775,2019,UIN Sunan Gunung Djati Bandung,Model regresi data panel terbaik untuk faktor penentu laba neto perusahaan asuransi umum Syariah di Indonesia.,Data panel merupakan gabungan antara data cross section dengan data time series. Model regresi data panel terbaik pada penelitian ini adalah Random Effect Model(REM). Faktor  penentu laba neto (
23895,2019,UIN Sunan Gunung Djati Bandung,Analisis kestabilan dari model SEIR untuk transmisi virus hepatitis C dengan pengobatan pada populasi terinfeksi kronis.,"Penyakit hepatitis C merupakan salah satu penyakit yang menjadi masalah kesehatan dunia. Penyakit ini disebabkan oleh virus hepatitis tipe C. Kebanyakan individu baru menyadari terinfeksi ketika hepatitis C semakin kronis. Selain itu, jika individu yang terinfeksi tidak mendapat pengobatan secara medis dapat menyebabkan kerusakan hati bahkan sampai kematian. Maka dari itu, model matematika diusulkan sebagai salah satu alternatif dalam meningkatkan pemahaman mengenai penularan dan pencegahan dalam penyebaran virus hepatitis C dengan adanya pengobatan pada populasi terinfeksi kronis. Dalam tugas akhir ini, model yang digunakan merupakan tipe SEIR dengan menggunakan 5 kompartemen yaitu rentan terinfeksi (S), terjangkit infeksi (E), terinfeksi akut (P), terinfeksi kronis (C), dan sembuh dari infeksi (R). Model ini memiliki dua titik kesetimbangan yaitu titik kesetimbangan bebas penyakit yang merepresentasikan keadaan ketika virus tidak mewabah serta titik endemik yang merepresentasikan bahwa virus mewabah karena adanya interaksi antar individu. Titik kesetimbangan bebas penyakit tidak memiliki syarat eksis dan akan stabil ketika R_0<1. Sedangkan, titik kesetimbangan endemik memiliki syarat eksis dan akan stabil ketika R_0>1. R_0 (angka reproduksi dasar) dapat digunakan untuk mengetahui rata-rata dari infeksi sekunder dalam penyebaran virus. Analisis sensitivitas sangat diperlukan untuk mengetahui hal-hal yang berpengaruh dalam mencegah penyebaran dan pengobatan hepatitis C. Berdasarkan hasil analisis dan simulasi diperoleh jika semakin banyak penderita hepatitis C kronis yang mendapat pengobatan secara medis maka dapat membantu menekan penyebaran virus."
