id,year,university,title,abstract
10388,2019,UIN Walisongo Semarang,Karakteristik solusi dekomposisi QR dalam aljabar max-plus tersimetri.,"Dekomposisi QR merupakan salah satu dekomposisi matriks, yaitu dekomposisi suatu matriks A∈R^(m×n) menjadi perkalian matriks ortogonal Q∈R^(m×m)dengan matriks segitiga atas R∈R^(m×n). Dekomposisi ini dapat digunakan dalam aljabar konvensional. Bart De Schutter dan Bart De Moor telah menunjukkan bahwa dekomposisi ini dapat digunakan dalam aljabar max-plus tersimetri. Aljabar max-plus tersimetri merupakan struktur aljabar dengan himpunannya dinotasikan S yang operasi dasarnya sama dengan ajabar max-plus yaitu struktur aljabar dengan himpunan R_(max )=R ∪{-∞}yang operasi dasar penjumlahannya (⨁) adalah maksimum yaitu       a ⨁ b=max⁡(a,b) dan operasi dasar perkaliannya (⨂) adalah penjumlahan yaitu a ⨂b=a+b. Karena aljabar max-plus tidak memiliki invers terhadap operasi ⨁ maka terbentuklah aljabar max-plus tersimetri. Aljabar max-plus tersimetri ini memiliki kelas himpunan baru yang yaitu kelas balance. Kelas balance ini adalah kelas baru diluar kelas positif (+), kelas negatif (−) ataupun kelas nol (0) yang biasa dikenal dalam himpunan R.Penelitian mencari karakteristik solusi dekomposisi QR dalam aljabar max-plus tersimetri dengan beberapa entri matriks awal yang akan didekomposisi merupakan anggota kelas balance. Metode yang dilakukan adalah dengan kajian literatur. Teori-teori yang sudah ada dalam literatur kemudian dikaji lebih dalam sehingga didapatkan karakteristik berikut: Misal matriks yang dimaksud adalah matriks A∈ S^(m×n ) dengan beberapa entri elemen balance kemudian dimiliki   B∈ 〖(S^⋁)〗^(m×n ) dengan ketentuan :Kemudian dekomposisiQR  A ∇ Q ⨂▒R  maka berlaku A⨁B ∇ Q ⨂▒RKarakter yang didapat tersebut dapat digunakan dalam penyelesaian sistem persamaan yang memiliki jenis matriks sesuai dengan ketentuan yang sudah dijelaskan dalam temuan di atas."
12293,2019,UIN Walisongo Semarang,Penentuan cadangan premi asuransi jiwa seumur hidup joint life dengan metode fackler.,"Penelitian ini dilatar belakangi oleh bagaimana cara perusahaan dalam  menentukan cadangan premi yang bertujuan untuk menangani apabila terjadi klaim. Salah satu perhitungan cadangan premi adalah cadangan Fackler, Metode Fackler merupakan salah satu perhitungan retrospektif. Perhitungan dengan metode Fackler menentukan nilai tunai anuitas menggunakan tingkat suku bunga yang telah diasumsikan, kemudian menghitung premi bersih tunggal dan premi bersih tahunan, dilanjutkan dengan menghitung cadangan akhir tahun ke t. Metode yang digunakan dalam penelitian ini adalah metode adalah metode kualitatif dengan pendekatan studi literasi dengan mengkaji sumber buku yang berkaitan dengan cadangan FacklerPerhitungan ini menghasilkan suatu formula untuk menghitung cadangan premi pada tahun ke t+1. Cara kerja metode Fackler dimulai dengan menentukan nilai tunai anuitas menggunakan tingkat suku bunga yang telah diasumsikan menggunakan simbol-simbol komutasi, kemudian menghitung premi bersih tunggal, premi bersih tahunan, premi kotor tunggal, dan premi kotor tahunan dilanjutkan dengan menghitung cadangan akhir tahun ke t. Nilai cadangan premi menggunakan metode Fackler untuk simulasi tingkat suku bunga 5,75% (BI  7-Day Repo Rate) dengan Tabel Mortalita Indonesia (TMI) 2011. Hasil perhitungan menunjukkan bahwa performa metode Fackler lebih sederhana daripada menggunakan metode retrospektif, karena metode Fackler hanya menggunakan  rumus komutasi D_xy dan C_xy, sedangkan perhitungan cadangan retrospektif memakai rumus komutasi D_xy, N_xy^ , C_xy, M_xy."
12292,2019,UIN Walisongo Semarang,Analisis faktor indeks harga konsumen (IHK) pada sub kelompok pengeluaran yang mempengaruhi laju inflasi Jawa Tengah tahun 2018.,"Inflasi merupakan salah satu peristiwa moneter yang sangat penting dan sering dijumpai hampir di semua negara di dunia. Indikator yang sering digunakan untuk mengukur tingkat inflasi adalah Indeks Harga Konsumen (IHK). IHK adalah angka yang menggambarkan perbandingan harga konsumen yang telah terjadi pada dua periode waktu yang berbeda.  Dalam  penelitian ini akan diketahui faktor apa yang berpengaruh pada laju inflasi Jawa Tengah tahun 2018. Metode yang digunakan adalah metode Analisis Faktor dengan teknik Principal Component Analysis. Analisis Faktor merupakan salah satu teknik analisis multivariat interdependensi dengan mereduksi data untuk membuat suatu variabel baru (disebut faktor) dan melakukan suatu analisa variabel yang bersifat saling bebas menjadi variabel-variabel yang berkorelasi dengan variabel lainnya di dalam faktor tersebut. Hasil dari penelitian analisis faktor ini, diperoleh dua faktor yang terbentuk dari 10 variabeldengan penyumbang inflasi terbesar di Jawa Tengahtahun 2018. Faktor 1 terdiri dari variabel Ikan Segar("
10387,2019,UIN Walisongo Semarang,"Penyelesaian integer napsack problem menggunakan eksplorasi algoritma greedy, dynamic programming, brute force dan genetic.","Knapsack problem merupakan bagian dari algoritma optimasi yang bertujuan untuk memaksimalkan atau meminimalkan sebuah nilai. Knapsack sendiri merupakan masalah optimasi kombinatorial untuk memilih barang yang harus dimasukkan sampai batas maksimum dan mendapatkan nilai yang seoptimal mungkin.Algoritma yang digunakan pada permasalahan integer knapsack problem adalah algoritma greedy, dynamic programming, brute force dan genetic. Tujuan dari peneliti adalah mencari keuntungan yang maksimum pada permasalahan integer knapsack dengan menggunakan algoritma greedy, dynamic programming, brute force dan genetic, serta membandingkan keempat algoritma tersebut pada permasalahan integer knapsack dari segi hasil dan waktu komputasi (detik). Hasil penelitian bagian pertama yaitu data barang sedikit dengan 5 barang dan bagian kedua yaitu data barang banyak dengan 30 barang menunjukan: (1) Keuntungan maksimum penggunaan algoritma greedy yaitu pertama, pada konsep greedy by profit  bagian pertama  sebesar Rp 152.000,- dengan total berat 8 kg sedangkan waktu komputasinya 0,17667 detik dan bagian kedua sebesar Rp 747.000,- dengan total berat 32 kg sedangkan waktu komputasinya  0,34943 detik. Kedua, konsep greedy by weight bagian pertama sebesar Rp 164.000,- dengan total berat 7 kg sedangkan waktu komputasinya 0,2015 detik dan bagian kedua sebesar Rp 588.000,- dengan total berat 29 kg sedangkan waktu komputasinya 0,21119 detik. Ketiga, konsep greedy by density bagian pertama sebesar Rp 138.000,- dengan total berat 5 kg sedangkan waktu komputasinya 0,3684 detik dan bagian kedua sebesar Rp 747.000,- dengan total berat 32 kg sedangkan waktu komputasinya 0,2709 detik. (2) Keuntungan maksimum menggunakan algoritma dynamic programming bagian pertama sebesar Rp 208.000,- dengan berat 11 kg sedangkan waktu komputasinya 1,0732 detik dan bagian kedua  Rp 747.000,- dengan total berat 32 kg sedangkan waktu komputasinya 2,8999 detik. (3) Keuntungan maksimum menggunakan algoritma brute force bagian pertama sebesar Rp 208.000,- dengan total berat 11 kg sedangkan waktu komputasinya 0,066716 detik dan bagian kedua dengan batasan 100.000 detik belum didapatkan hasilnya dan dilakukan peramalan untuk waktu komputasinya didapatkan 6.746.795,19 detik. Tetapi keuntungan, total beratnya pasti sama dengan hasil pada algoritma dynamic programming. (4) Keuntungan maksimum menggunakan algoritma genetic bagian pertama sebesar Rp 56.000,- dengan total berat 3 kg sedangkan waktu komputasinya 2,9238 detik dan bagian kedua Rp 742.000,- dengan total berat 32 kg sedangkan waktu komputasinya 7,0742 detik. Hasil di atas dapat disimpulkan pada bagian pertama dan kedua bahwa algoritma dynamic programming dan brute force menghasilkan keuntungan yang optimum, tetapi algoritma brute force dengan jumlah barang yang banyak waktu yang dihasilkan juga semakin lama bahkan jika dibatasi dengan jumlah waktu tertentu akan tidak ditemukan hasilnya. Jadi algoritma brute force tidak efektif untuk data yang banyak. Penyelesaian algoritma dynamic programming memiliki waktu komputasi yang lebih besar daripada algoritma brute force pada bagian pertama dan greedy. Algoritma genetic solusinya optimum, tetapi hasilnya tidak stabil dengan nilai yang dihasilkan pertama kali karena dipengaruhi inisialisasi kromosom yang dilakukan secara random."
12807,2020,UIN Walisongo Semarang,Peramalan nilai tukar petani (NTP) Provinsi Jawa Tengah dengan metode Arima Box-Jenkis berbantuan software E-views.,"Peramalan merupakan suatu teknik memperkirakan suatu nilai pada masa yang akan datang dengan memperhatikan data masa lalu maupun data saat ini. Pemerintah berupaya untuk melakukan pembangunan di segala sektor, termasuk pada sektor pertanian. Tujuan dari penelitian ini adalah untuk mengetahui model ARIMA yang terbaik dalam peramalan Nilai Tukar Petani (NTP) Provinsi Jawa Tengah.Data yang digunakan pada penelitian ini adalah data sekunder dari BPS Provinsi Jawa Tengah. Data bulanan Nilai Tukar Petani (NTP) Provinsi Jawa Tengah periode Januari 2015 sampai dengan periode Desember 2019 merupakan data yang akan dianalisis dalam penelitian ini. Prosedur atau langkah-langkah yang digunakan dalam penelitian ini adalah merumuskan masalah, pengumpulan data, analisis data dan penarikan kesimpulan. Data dianalisis dengan menggunakan bantuan software E-views.Hasil dari penelitian ini diperoleh model terbaik ARIMA Box-Jenkins (1,2,1) yang akan digunakan untuk meramalkan Nilai Tukar Petani (NTP) Provinsi Jawa Tengah periode Januari 2021 sampai dengan periode Desember 2025. Dari model tersebut didapatkan hasil peramalan Nilai Tukar Petani (NTP) Provinsi Jawa Tengah tertinggi pada periode Desember tahun 2025 sebesar 128.294 dan Nilai Tukar Petani Provinsi (NTP) Provinsi Jawa Tengah terendah pada periode Januari tahun 2021 sebesar 109,441. Berdasarkan hasil ramalan tersebut dapat disimpulkan bahwa Nilai Tukar Petani (NTP) Provinsi Jawa Tengah di masa mendatang akan mengalami kenaikan dari periode bulan yang satu ke periode bulan selanjutnya."
15180,2020,UIN Walisongo Semarang,Penggunaan metode ARIMA dengan aplikasi Minitab untuk peramalan data pendapatan perusahaan pecah batu Putra Mandiri.,"Berdasarkan analisis yang telah dilakukan diperoleh bahwa data tidak stasioner baik dalam ragam maupun rata-rata sehingga perlu dilakukan transformasi dan differensiasi sebanyak 1 kali sehingga data menjadi stasioner. Berdasarkan plot ACF dan PACF didapatkan model sementara ARIMA(1,1,1), ARIMA(1,1,0) dan ARIMA(0,1,1). Hasil estimasi parameter berdasarkan model sementara didapatkan bahwa ARIMA(1,1,1) tidak cocok digunakan dalam peramalan. Dari model sementara yang sesuai untuk peramalan yaitu ARIMA(1,1,0) dan ARIMA(0,1,1) didapatkan nilai error atau MSE yaitu 83362190 dan 60296575. Dari kedua model tersebut ARIMA(0,1,1) memiliki nilai error atau MSE terkecil sehingga dapat disimpulkan bahwa model peramalan yang tepat adalah model ARIMA (0,1,1). Dari hasil peramalan dapat diketahui hasil pendapatan perusahaan dari Januari hingga Desember yaitu 2020 berturut-turut adalah 702184808 rupiah, 713205856 rupiah, 724312722 rupiah, 735505405 rupiah, 746783905 rupiah, 758148223 rupiah, 769598359 rupiah, 781134312 rupiah, 792756082 rupiah, 804463671 rupiah, 816257076 rupiah dan 828136299 rupiah. saran yang diberikan yaitu pihak perusahaan sebaiknya meakukan evaluasi kembali faktor apa saja yang akan lebih meningkatkan nilai pendapatan perusahaan dan mempertahankan kinerja baik yang sudah berjalan."
16264,2021,UIN Walisongo Semarang,Analisis kestabilan model penyebaran rumor dengan mempertimbangakan sikap debunking dalam keadaan darurat.,"Penelitian ini membahas analisis kestabilan model penyebaran rumor dengan mempertimbangkan sikap debunking dalam keadaan darurat. Model yang digunakan diambil dari jurnal karya Yong Tian dan Xuejun Ding yang berjudul “Rumor spreading model with considering debunking behavior in emergencies”. Seluruh populasi dikelompokkan menjadi lima kelas, yaitu ignorant (I), latents (L), rumor spreader (R), debunkers (D), dan stiflers (S). Dimana, (I) adalah individu yang tidak mengetahui rumor, (L) adalah individu yang telah terpapar rumor, (R) adalah individu yang menyebarkan rumor, (D) adalah individu yang menyanggah rumor, dan (S) adalah individu yang tidak lagi meyebarkan rumor. Tujuan dari penelitian ini untuk memberikan gambaran dari mekanisme penyebaran rumor sehingga dapat dilakukan upaya pengendalian sekaligus memberikan pemahaman tentang proses penyebaran rumor dalam keadaan darurat. Pada model yang digunakan akan dilakukan tahapan analisis dinamik berupa penentuan titik kesetimbangan rumor dan analisis kestabilan titik kesetimbangan rumor, serta untuk mendukung hasil analitik akan dilakukan simulasi numerik. Metode yang digunakan dalam menentukan analisis kestabilan adalah studi pustaka. Hasil analisa menunjukkan bahwa model memiliki dua titik kesetimbangan, yaitu titik kesetimbangan bebas rumor E^0=(ε/ρ,0,0,0,0) dan titik kesetimbangan penyebaran rumor E^*=(((α+β+γ+ρ)(δ+ξ+ρ)(θ+ρ))/(μα(θ+ρ)+kβ(δ+ξ+ρ)+kξα)  ,(ε-ρI)/(α+β+γ+ρ )   ,αL/(δ+ξ+ρ),(β(δ+ξ+ρ)+ξα)/(δ+ξ+ρ)(θ+ρ) ∙L ,(δR+θD+γL)/ρ). Titik kesetimbangan yang diperoleh akan digunakan untuk mencari angka reproduksi dasar (R_0). Analisis kestabilan pada keadaan bebas rumor akan stabil asimtotik lokal ketika R_0<1, artinya tidak ada rumor yang menyebar dalam populasi. Sedangkan, pada keadaan penyebaran rumor sistem akan stabil asimtotik lokal ketika  R_0>1, artinya terdapat rumor yang menyebar dalam populasi. Selanjutnya, untuk mendukung hasil analisis dinamik dilakukan simulasi numerik pada model tersebut  menggunakan software Matlab R2011a."
16260,2021,UIN Walisongo Semarang,Analisis deret berkala multivariat dengan menggunakan model fungsi transfer : studi kasus curah hujan di Kabupaten Pati.,"Analisis data deret waktu pada dasarnya digunakan untuk melakukan analisis data yang mempertimbangkan pengaruh pengamatan periode sebelumnya. Analisis data deret waktu tidak hanya dapat dilakukan untuk satu variabel (univariat) tetapi juga dapat untuk banyak variabel (multivariat). Peranan peramalan banyak digunakan diberbagai bidang salah satunya adalah dalam bidang meteorologi yang peramalan cuaca dan curah hujan. Terdapat beberapa unsur cuaca yang mempengaruhi curah hujan, oleh menyangkut karena itu perlu dilakukan peramalan dengan menggunakan model multivariat. Pada model fungsi transfer terdapat deret output (yt) yang diperkirakan akan dipengaruhi deret input (xt) dan input-input lain yang digabungkan dalam satu kelompok yang disebut deret noise (nt). tujuan dari penelitian ini yaitu untuk meramalkan curah hujan bulanan di Kabupaten Pati dengan model fungsi transfer. Data yang digunakan dalam penelitian ini yaitu data curah hujan di Kabupaten Pati, Enso dan Ausmi dari tahun 2017 sampai tahun 2021. Hasil penelitian diperoleh model fungsi transfer sebagai berikut:yt=((1-0,95B)/(9,1-5,2B-7,7B^2))xt+(1/(1-0,91B))atDengan menggunakan model tersebut diatas diperoleh hasil peramalan curah hujan di Kabupaten Pati tahun 2022 yaitu semakin mendekati akhir tahun curah hujan semakin berkurang. Puncak curah hujan terjadi dibulan Januari yaitu sebesar 113 mm dan curah hujan terendah di bulan Desember sebedar 62 mm."
13452,2021,UIN Walisongo Semarang,"Regresi ridge untuk mengatasi multikolinieritas : studi kasus pada data Indeks Pembangunan Manusia (IPM) di Kota Pacitan, Ponorogo, dan Mojokerto.","Regresi linier berganda merupakan suatu model yang digunakan untuk mengetahui hubungan atau korelasi antar dua atau lebih variabel bebas.jika terdapat hubungan yang tinggi antar variabel bebas maka disebut multikolinieritas atau suatu kejadian dimana terdapat hubungan yang tinggi antar variabel. Sehingga, dapat menyebabkan koefisien regresi tidak stabil dan kemungkinan nilai jauh dari sasaran. Dalam penelitian ini, metode yang digunakan untuk mengatasi multikolinieritas adalah metode Regresi Ridge dengan langkah awal menentukan nilai tetapan c bias yang ditentukan menggunakan iterasi Hoerl, Kennard, dan Balwin (HKB), Tahap awal yang harus dilakukan pada iterasi HKB yaitu menentukan nilai tetapan bias awal menggunakan estimasi parameter metode kuadrat terkecil, tetapan bias yang didapat digunakan mengestimasi parameter regresi ridge. Hasil penelitian pada data Indeks Pembangunan Manusia (IPM) yang menggunakan metode regresi ridge dengan iterasi HKB menghasilkan nilai bias c sebesar 0,0242, tetapan bias yang didapat menghasilkan estimasi parameter dengan nilai VIF kurang dari 10, yang artinya tidak terjadi multikolinieritas. Sehingga dihasilkan persamaan regresi yang baru sebagai berikut: Ŷ = 0,910 + 15,035X3 + 8,316X4"
19852,2021,UIN Walisongo Semarang,Analisis kesulitan belajar mata pelajaran biologi pokok bahasan jaringan tumbuhan pada siswa kelas XI di MA Subhanah Subah.,"Kesulitan belajar adalah keadaan dimana siswa tidak dapat belajar sebagaimana mestinya yang disebabkan hambatan atau gangguan tertentu dalam proses pembelajaran, sehingga siswa tidak dapat mencapai hasil belajar yang diharapkan. Tujuan penelitian ini adalah untuk menjelaskan kesulitan-kesulitan belajar yang dialami siswa, mengidentifikasi faktor-faktor penyebab kesulitan belajar, dan mengetahui usaha-usaha yang dilakukan guru untuk mengatasi kesulitan belajar siswa pada mata pelajaran biologi pokok bahasan jaringan tumbuhan kelas XI di MA Subhanah Subah. Penelitian ini menggunakan pendekatan deskriptif kualitatif. Subjek penelitian ini adalah siswa kelas XI MIPA, Guru Biologi, Waka Kurikulum dan Kepala Sekolah. Sampel di ambil menggunakan  purposive sampling, yaitu siswa yang memiliki nilai ulangan dibawah KKM sebanyak 8 dari 17 siswa kelas XI MIPA. Metode pengumpulan data yang digunakan adalah dengan wawancara, observasi dan dokumentasi. Hasil penelitian diketahui bahwa siswa–siswi kelas XI MA Subhanah Subah mengalami kesulitan belajar materi Jaringan Tumbuhan antara lain kesulitan dalam penggunaan nama ilmiah, banyak hafalan dan banyaknya materi yang dipelajari. Adapun faktor-faktor penyebab kesulitan belajar siswa yaitu faktor internal dan faktor eksternal. Faktor internal meliputi minat belajar, motivasi belajar, kesehatan dan kebiasaan belajar siswa. Faktor eksternal meliputi lingkungan sekolah, lingkungan keluarga dan lingkungan masyarakat. Faktor sekolah yang berpengaruh terhadap kesulitan belajar siswa adalah penggunaan metode dan media yang kurang mampu memotivasi siswa, sarana dan prasarana yang kurang memadai, suasana lingkungan sekolah yang kurang menyenangkan, serta kedisiplinan yang kurang.  Faktor keluarga yang mempengaruhi kesulitan belajar siswa yaitu kondisi ekonomi keluarga, sarana dan prasarana belajar di rumah yang kurang memadai, serta suasana belajar di rumah yang kurang kondusif. Faktor masyarakat yang paling berpengaruh pada kesulitan belajar siswa adalah teman bermain. Usaha yang dilakukan guru untuk mengatasi kesulitan belajar siswa adalah pendekatan individu dan pemberian tugas tambahan."
